,Store,score,comment,address,phone_num,keyword_food,keyword_loc
165,청자매운소돼지갈비찜,4.1,138,서울특별시 강남구 도산대로1길 36 지하1층,02-517-9372,갈비찜,서울 강남
166,매우매오 강남역본점,3.8,102,서울특별시 강남구 역삼동 봉은사로4길 40,02-558-5788,갈비찜,서울 강남
167,짚신매운갈비찜,3.6,85,서울특별시 강남구 강남대로78길 14,02-538-3031,갈비찜,서울 강남
168,매운대,4.3,27,서울특별시 강남구 봉은사로4길 40,02-558-5788,갈비찜,서울 강남
169,강남면옥,4.1,1140,서울특별시 강남구 논현로152길 34,02-3446-5539,갈비찜,서울 강남
170,매우매오 강남역별관,4.3,10,서울특별시 강남구 봉은사로4길 19,02-557-5788,갈비찜,서울 강남
171,동인동,4.2,331,서울특별시 강남구 신사동 강남대로156길 14,02-516-5765,갈비찜,서울 강남
172,마부육전,3.9,208,서울특별시 강남구 역삼동 828-23번지 2층,02-565-8873,갈비찜,서울 강남
173,강남쪽갈비,4.2,58,논현동 112-3번지 3층 강남구 서울특별시 KR,02-511-4633,갈비찜,서울 강남
174,고가네,4.1,15,서울특별시 강남구 테헤란로14길 33,02-508-1150,갈비찜,서울 강남
175,강남면옥,3.8,643,서울특별시,02-539-6393,갈비찜,서울 강남
176,마부육전,3.8,138,서울특별시 강남구 대치동 943-30번지 1층,02-557-5567,갈비찜,서울 강남
177,국민전통갈비,3.6,14,서울특별시 강남구 테헤란로39길 41,02-566-1559,갈비찜,서울 강남
178,인기명,3.7,207,서울특별시 강남구 역삼로3길 10-2,02-539-2228,갈비찜,서울 강남
179,곽만근갈비탕강남세곡점,3.8,323,서울특별시 강남구 세곡동 593,02-451-3565,갈비찜,서울 강남
180,그집갈비탕,4.0,80,서울특별시 강남구 개포동 1217-1,02-573-0606,갈비찜,서울 강남
181,김선생조개찜,4.1,61,서울특별시 강남구 강남대로114길 14,02-517-4164,갈비찜,서울 강남
182,갈비삼대 강남역삼점,4.3,113,서울특별시 강남구 역삼동 672-33,02-2269-9292,갈비찜,서울 강남
183,역삼갈비,2.8,12,서울특별시 강남구 논현로87길 41,02-557-9769,갈비찜,서울 강남
184,청담면옥,3.7,60,서울특별시 강남구 삼성동 번지1층 8-1,02-548-3777,갈비찜,서울 강남
185,동인동,3.9,184,서울특별시 강남구 테헤란로82길 11,02-565-3334,갈비찜,서울 강남
186,갈비다움 역삼본점,4.1,105,서울특별시,02-553-0720,갈비찜,서울 강남
187,송추가마골 인어반 강남점,4.2,539,"B1층, 735-3 역삼1동 강남구 서울특별시",02-554-9290,갈비찜,서울 강남
188,강남면옥,3.6,77,서울특별시 송파구 잠실본동 올림픽로8길 21,02-424-8889,갈비찜,서울 강남
189,논현갈비,3.6,36,서울특별시 강남구 논현2동 언주로113길 10,02-3448-4528,갈비찜,서울 강남
190,마부육전 선릉직영점,3.9,33,서울특별시 강남구 대치동 896-2,02-6489-0511,갈비찜,서울 강남
191,강남면옥 성수점,3.7,752,서울특별시 성동구 성수일로 77 서울숲IT밸리 1층 110호,02-6968-0888,갈비찜,서울 강남
192,오성식당,4.1,77,서울특별시 강남구 대치동 957 31번지 1층,02-558-5551,갈비찜,서울 강남
193,남도애찬,4.2,203,역삼동 830-27 KR 서울특별시 강남구 역삼로3길 8,02-538-1588,갈비찜,서울 강남
194,류몽민,4.2,176,서울특별시 강남구 논현동 38-8 씨플레이스 2층,02-6404-8080,갈비찜,서울 강남
195,마포숯불갈비,3.8,466,서울특별시 강남구 논현동 도산대로 232,02-516-1522,갈비찜,서울 강남
196,어육장,3.2,11,서울특별시 강남구 테헤란로13길 12,02-539-5354,갈비찜,서울 강남
197,팔덕식당 논현점,4.2,11,서울특별시 강남구 강남대로112길 31,050-71433-9360,갈비찜,서울 강남
198,신순남부뚜막매운갈비찜,4.2,233,서울특별시 송파구 석촌동 송파대로49길 59,02-422-3352,갈비찜,서울 강남
199,신사면옥,3.9,177,서울특별시 강남구 도산대로46길 11,02-518-7228,갈비찜,서울 강남
200,명가원설농탕,3.9,492,서울특별시 강남구 대치동 도곡로 526,02-553-8811,갈비찜,서울 강남
201,심연한우,4.0,122,서울특별시 강남구 학동로4길 15,02-6339-1666,갈비찜,서울 강남
202,본가설렁탕,4.6,23,서울특별시 강남구 논현2동 언주로148길,02-518-1365,갈비찜,서울 강남
203,창고43 강남점,4.2,1421,서울특별시 강남구 강남대로 362,02-508-0043,갈비찜,서울 강남
204,인기명본점,3.7,225,서울특별시 강남구 봉은사로4길 10,02-553-8279,갈비찜,서울 강남
205,한남동암소갈비집,3.8,71,서울특별시,번호 없음,갈비찜,서울 강남
206,청자골,4.1,220,서울특별시 강남구 역삼로77길 17,02-935-0609,갈비찜,서울 강남
207,강남면옥 송파점,3.9,187,서울특별시 송파구 법원로 128 1층 A103호,02-400-6599,갈비찜,서울 강남
208,마토,4.5,90,서울특별시 강남구 청담동 선릉로146길 23,02-543-0488,갈비찜,서울 강남
209,한교방 서울냉면,3.8,259,서울특별시 강남구 논현동 117-8,02-545-0090,갈비찜,서울 강남
210,남포면옥,3.7,397,서울특별시 강남구 학동로 231,02-540-2596,갈비찜,서울 강남
211,강서면옥 분점,4.2,645,서울특별시 강남구 언주로164길 19,02-3445-0092,갈비찜,서울 강남
212,옛촌 매운갈비찜,3.6,266,서울특별시 송파구 방이2동 올림픽로32길 24,02-412-8899,갈비찜,서울 강남
213,매운갈비찜,3.4,10,서울특별시 송파구 송파동 183-5,02-420-8592,갈비찜,서울 강남
214,진풍정,3.8,193,서울특별시 강남구 테헤란로52길 15,02-538-7733,갈비찜,서울 강남
215,더그릴630 (the grill 630),4.2,45,서울특별시 강남구 선릉로148길 43 파시온310빌딩 1층 2층,02-549-3435,갈비찜,서울 강남
216,삼원가든,4.1,1202,서울특별시 강남구 언주로 835,02-548-3030,갈비찜,서울 강남
217,요기당,4.3,12,서울특별시 강남구 논현동 63-9,02-515-9289,갈비찜,서울 강남
218,반룡산,4.1,1183,서울특별시 강남구 테헤란로78길 26,02-3446-8966,갈비찜,서울 강남
219,옛날농장 양재점,3.7,277,서울특별시 강남구 도곡동 954-17,02-579-1247,갈비찜,서울 강남
220,소들녘 서초점,4.0,627,서울특별시 서초구 효령로 232,02-583-0505,갈비찜,서울 강남
221,한일관 압구정점,4.0,1512,서울특별시 강남구 압구정로38길 14,1577-9963,갈비찜,서울 강남
222,광화문석갈비 코엑스점,3.8,32,서울특별시 강남구 테헤란로87길 22 도심공항터미널 1층,02-539-0107,갈비찜,서울 강남
223,경복궁 도곡점,3.9,490,서울특별시 강남구 언주로 201 120호~123호 에스케이리더스뷰,02-570-9677,갈비찜,서울 강남
224,강남면옥 인사점,3.9,454,서울특별시 종로구 인사동길 18,02-722-8586,갈비찜,서울 강남
225,강남면옥광장점,3.6,100,서울특별시,번호 없음,갈비찜,서울 강남
226,아선재,4.0,227,서울특별시 강남구 대치동 영동대로 333,02-6339-1112,갈비찜,서울 강남
227,시래마당,3.7,10,서울특별시 강남구 테헤란로6길 45,02-554-2262,갈비찜,서울 강남
228,청평갈비,4.0,434,서울특별시,02-517-3815,갈비찜,서울 강남
229,강남면옥 명동점,3.9,393,서울특별시 중구 명동 명동7길 8 미래빌딩 5층,02-3789-7117,갈비찜,서울 강남
230,명동관,4.1,360,서울특별시 강남구 대치1동 그랑프리엔상가 지하 500 1층,02-561-1252,치킨,서울 명동
231,BBQ치킨 명동스타점 (치킨&비어),4.3,130,서울특별시 중구 명동4길 2 2층,02-318-8809,치킨,서울 명동
232,BHC치킨 명동본점,4.0,1077,서울특별시 중구 명동7길 21,010-2076-9496,치킨,서울 명동
233,둘둘치킨 명동2호점,3.6,217,서울특별시 중구 명동7길 20-1,02-318-5136,치킨,서울 명동
234,깐부치킨 명동점,4.9,25,서울특별시 중구 명동8가길 22 IB타워 2층,02-318-8333,치킨,서울 명동
235,오븐에빠진닭 명동점,3.7,276,서울특별시 중구 명동7길 21,02-3789-5892,치킨,서울 명동
236,푸라닭 명동점,3.8,21,서울특별시 중구 명동7길 21,번호 없음,치킨,서울 명동
237,안동찜닭 명동본점,4.1,367,서울특별시 중구 명륜10길 3,02-310-9233,치킨,서울 명동
238,둘둘치킨 명동본점,3.9,498,서울특별시 중구 퇴계로20길 5,02-772-9377,치킨,서울 명동
239,백제삼계탕,3.9,778,서울특별시 중구 명동2가 50-11 KR 서울특별시 중구 서울특별시 중구 명동8길 8-10,02-776-2851,치킨,서울 명동
240,명동닭한마리,4.2,203,서울특별시 중구 명동10길 19-13,02-735-4316,치킨,서울 명동
241,영양센타 본점,4.1,703,서울특별시 중구 명동2길 52,02-776-2015,치킨,서울 명동
242,치르치르&뉴욕야시장,3.7,81,서울특별시 중구 을지로2가 199-40,02-773-0101,치킨,서울 명동
